npi,specialty_description,total_claim_count,total_30_day_fill_count,total_drug_cost,total_day_supply,bene_count,brand_claim_count,brand_drug_cost,generic_claim_count,generic_drug_cost,opioid_claim_count,opioid_drug_cost,opioid_prescriber_rate,average_age_of_beneficiaries,beneficiary_female_count,beneficiary_male_count,beneficiary_race_white_count,beneficiary_race_black_count,beneficiary_race_asian_pi_count,beneficiary_race_hispanic_count,beneficiary_race_nat_ind_count,beneficiary_race_other_count,beneficiary_average_risk_score
1003829565,Family Practice,31,65.7,824.75,1805,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003829789,Psychiatry,2562,2622.2,46964.17,78022,163.0,159.0,8822.47,2403.0,38141.7,,,,65.0,104.0,59.0,0.0,0.0,0.0,163.0,0.0,0.0,1.4907
1003830142,Family Practice,7862,12207.9,486472.0,349728,419.0,1255.0,343988.03,6515.0,139089.6,428.0,26886.93,5.44,66.0,194.0,225.0,265.0,116.0,,,0.0,,1.2602
1003830191,Internal Medicine,27604,42378.4,2082557.33,1228873,1127.0,4408.0,1454869.98,22942.0,616112.69,2238.0,123685.8,8.11,74.0,621.0,506.0,790.0,59.0,44.0,216.0,,,1.5939
1003830290,Family Practice,604,746.9,35638.67,20944,50.0,80.0,22193.95,504.0,12803.63,45.0,964.79,7.45,64.0,24.0,26.0,31.0,,0.0,,0.0,,1.4955
1003830332,Family Practice,41,41.0,216.47,445,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003830399,Neurology,2779,3198.6,1163590.27,89431,244.0,759.0,1045741.45,1998.0,116037.45,14.0,248.04,0.5,61.0,150.0,94.0,217.0,,,,0.0,0.0,1.5335
1003830407,Family Practice,5569,9640.6,384378.55,275499,380.0,941.0,267985.18,4579.0,114350.21,405.0,23827.47,7.27,71.0,162.0,218.0,366.0,,,,,,1.0192
1003830423,Family Practice,11870,23141.8,620721.53,670531,798.0,2043.0,424038.64,9752.0,193270.39,262.0,6542.64,2.21,72.0,444.0,354.0,733.0,30.0,,,,18.0,1.0314
1003830530,Internal Medicine,8629,16203.3,480825.68,473754,487.0,1281.0,327346.05,7307.0,151793.99,304.0,8234.86,3.52,73.0,297.0,190.0,445.0,27.0,,,0.0,,0.9188
1003830647,Psychiatry,5496,5571.4,1136786.26,136578,255.0,872.0,867106.8,4624.0,269679.46,0.0,0.0,0.0,49.0,108.0,147.0,129.0,,,0.0,0.0,,1.1396
1003830654,Psychiatry,1501,1542.0,79195.74,42482,165.0,166.0,27794.49,1335.0,51401.25,0.0,0.0,0.0,58.0,108.0,57.0,118.0,27.0,0.0,,,,1.6056
1003830670,Family Practice,685,798.7,21194.18,22469,81.0,90.0,13215.79,575.0,7433.47,36.0,563.81,5.26,61.0,53.0,28.0,,,0.0,,0.0,0.0,1.3618
1003830746,Internal Medicine,13,25.0,545.75,740,,0.0,0.0,13.0,545.75,,,,,,,,,,,,,
1003830829,Family Practice,3524,6583.9,202787.05,188872,310.0,578.0,140468.83,2935.0,62021.83,27.0,258.76,0.77,72.0,172.0,138.0,262.0,25.0,,,0.0,11.0,0.8228
1003831207,Family Practice,4827,8188.9,344153.75,234378,275.0,868.0,262662.6,3917.0,79751.4,216.0,7781.61,4.47,73.0,169.0,106.0,,0.0,,,0.0,,1.005
1003831231,Family Practice,237,237.0,2862.82,1631,172.0,,,200.0,1731.76,,,,64.0,112.0,60.0,159.0,,,,0.0,,1.014
1003831306,Family Practice,1207,1389.6,51651.89,31698,249.0,167.0,31351.53,1027.0,19960.64,86.0,2492.76,7.13,74.0,154.0,95.0,,,,,0.0,,1.6557
1003831397,Family Practice,5978,10114.6,325627.31,285539,523.0,1216.0,239710.54,4718.0,84466.41,286.0,2735.6,4.78,73.0,325.0,198.0,445.0,,,,0.0,,1.048
1003831462,Family Practice,4634,6315.7,355486.23,181442,201.0,799.0,285843.35,3807.0,68573.55,337.0,12000.49,7.27,70.0,113.0,88.0,170.0,,,,0.0,,1.0759
1003831611,General Practice,6435,15242.7,325697.25,438904,345.0,787.0,208242.57,5587.0,114832.17,253.0,4490.34,3.93,68.0,174.0,171.0,0.0,0.0,0.0,345.0,0.0,0.0,1.6280000000000001
1003831710,Internal Medicine,3173,5252.3,278471.68,151742,190.0,532.0,213297.93,2626.0,64581.28,63.0,1551.44,1.99,71.0,107.0,83.0,170.0,,,,0.0,,1.2234
1003831751,Internal Medicine,744,947.1,63113.67,25569,76.0,170.0,50416.74,536.0,11087.51,16.0,283.0,2.15,74.0,40.0,36.0,64.0,,,,0.0,0.0,1.5392
1003831793,Family Practice,541,692.6,50074.37,18953,36.0,173.0,26287.88,368.0,23786.49,47.0,1792.95,8.69,64.0,24.0,12.0,,0.0,0.0,,,0.0,1.7087
1003831959,Psychiatry,2218,2808.1,233961.76,81861,99.0,256.0,145358.52,1962.0,88603.24,0.0,0.0,0.0,63.0,68.0,31.0,,,0.0,0.0,0.0,,1.1989
1003831983,Internal Medicine,1537,2703.9,86572.29,78777,87.0,,,1285.0,27778.28,65.0,691.57,4.23,70.0,44.0,43.0,87.0,0.0,0.0,0.0,0.0,0.0,0.6867
1003831991,Family Practice,1823,2431.4,123011.19,68501,99.0,329.0,79957.25,1477.0,42214.73,103.0,2830.07,5.65,64.0,84.0,15.0,79.0,,,0.0,0.0,,1.0882
1003832049,Psychiatry,356,407.0,14194.52,12002,18.0,,,,,,,,61.0,,,,,0.0,0.0,0.0,,1.2822
1003832189,Internal Medicine,26,40.5,666.34,993,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003832346,Internal Medicine,7913,11232.3,398109.44,321402,521.0,1029.0,259912.17,6848.0,136575.59,398.0,17630.77,5.03,72.0,296.0,225.0,309.0,66.0,80.0,53.0,,,1.2701
1003832437,Internal Medicine,7499,12057.8,1382124.76,354119,383.0,2890.0,1237833.07,4231.0,126050.29,75.0,1591.35,1.0,70.0,242.0,141.0,180.0,87.0,,87.0,,14.0,1.9001
1003832486,Internal Medicine,193,213.7,9358.11,5012,74.0,,,153.0,2327.12,,,,74.0,44.0,30.0,,,0.0,,0.0,,2.4054
1003832502,Family Practice,703,1598.6,27792.03,45755,106.0,132.0,12367.22,557.0,15248.96,14.0,385.36,1.99,71.0,62.0,44.0,73.0,13.0,,,0.0,,1.0996
1003832551,Internal Medicine,72,76.3,4333.06,1662,25.0,,,60.0,1000.89,,,,72.0,11.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,2.122
1003832627,Internal Medicine,6442,7164.1,397833.92,165989,431.0,1595.0,262770.46,4769.0,131840.79,139.0,5126.22,2.16,78.0,237.0,194.0,185.0,107.0,,123.0,0.0,,2.6759
1003832775,Family Practice,13141,28824.6,991154.67,836906,901.0,2140.0,657339.27,10914.0,330024.06,352.0,5824.2,2.68,73.0,455.0,446.0,835.0,53.0,,,,,1.0711
1003832791,Family Practice,153,187.6,5822.2,4007,74.0,26.0,3752.52,127.0,2069.68,,,,73.0,40.0,34.0,,0.0,0.0,,,,1.4073
1003832940,Family Practice,1331,2130.4,56840.57,59001,216.0,,,1098.0,19933.09,25.0,494.17,1.88,74.0,160.0,56.0,185.0,,0.0,,0.0,,1.1440000000000001
1003833070,Internal Medicine,89,89.0,1430.57,1070,59.0,,,,,18.0,98.19,20.22,67.0,32.0,27.0,42.0,,,,0.0,,1.5596
1003833575,Family Practice,65,118.0,5454.95,3386,20.0,14.0,4025.42,51.0,1429.53,0.0,0.0,0.0,78.0,,,20.0,0.0,0.0,0.0,0.0,0.0,0.8803
1003833625,Internal Medicine,235,241.4,45973.8,4561,24.0,60.0,31463.99,175.0,14509.81,42.0,1779.06,17.87,70.0,,,,,0.0,,0.0,0.0,1.1658
1003833765,Internal Medicine,16,30.4,2350.04,868,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003833799,Internal Medicine,4281,4327.5,235421.51,71959,176.0,1126.0,165014.22,3138.0,69451.12,544.0,21493.21,12.71,79.0,120.0,56.0,160.0,,,,0.0,,2.2168
1003833807,Internal Medicine,3073,6796.8,157000.27,196464,354.0,,,2530.0,59038.14,54.0,2623.35,1.76,78.0,242.0,112.0,,,,0.0,0.0,,1.3187
1003833948,Internal Medicine,2335,4654.1,121299.17,135609,256.0,,,1963.0,48143.83,69.0,1743.87,2.96,76.0,188.0,68.0,176.0,,21.0,37.0,0.0,,1.3438
1003834086,Psychiatry,742,750.1,48200.96,20956,35.0,122.0,35623.38,620.0,12577.58,0.0,0.0,0.0,55.0,21.0,14.0,,0.0,0.0,0.0,,0.0,1.0592
1003834094,Psychiatry,27,28.0,193.18,832,,0.0,0.0,27.0,193.18,,,,,,,,,,,,,
1003834128,Psychiatry,2995,3559.2,531511.1,103329,169.0,581.0,437867.36,2414.0,93643.74,0.0,0.0,0.0,55.0,92.0,77.0,,0.0,0.0,,0.0,,1.3888
1003834136,Family Practice,17759,17765.1,1001189.06,407536,401.0,3688.0,664014.95,13966.0,332979.32,316.0,14834.82,1.78,80.0,275.0,126.0,297.0,,,,0.0,,2.7402
1003834235,Internal Medicine,123,139.0,4855.54,3816,41.0,,,110.0,2591.85,50.0,1527.94,40.65,63.0,24.0,17.0,,,0.0,,0.0,0.0,2.0666
1003834276,Family Practice,12,12.0,459.48,344,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003834409,Internal Medicine,7136,13625.3,594101.71,399168,403.0,1441.0,432382.19,5662.0,160340.22,267.0,11228.48,3.74,75.0,183.0,220.0,335.0,33.0,,18.0,0.0,,0.9906
1003834433,Neurology,1096,1875.0,184663.34,55261,162.0,,,829.0,32099.28,14.0,73.34,1.28,78.0,95.0,67.0,141.0,,,,0.0,,1.2709
1003834540,Family Practice,9096,15158.7,687350.82,433880,354.0,1564.0,437844.14,7498.0,248810.02,1110.0,77540.71,12.2,71.0,162.0,192.0,,,,0.0,0.0,0.0,1.0252
1003834557,Family Practice,15390,21064.1,763809.37,549716,457.0,3062.0,541125.85,12257.0,220542.92,839.0,12503.24,5.45,75.0,259.0,198.0,415.0,,0.0,0.0,,,1.3979
1003834649,Internal Medicine,5901,10092.4,401753.58,294833,311.0,1151.0,291339.23,4691.0,107465.92,209.0,6803.33,3.54,72.0,217.0,94.0,281.0,19.0,0.0,,0.0,,1.2029
1003834789,Psychiatry,1192,1294.8,45858.85,37177,194.0,72.0,20007.47,1120.0,25851.38,0.0,0.0,0.0,75.0,111.0,83.0,,,,,0.0,,1.5515
1003834805,Psychiatry,1759,2040.4,170312.73,59768,58.0,151.0,115722.59,1608.0,54590.14,372.0,17849.86,21.15,62.0,39.0,19.0,,,0.0,0.0,0.0,0.0,1.3338
1003834888,Psychiatry,31,33.0,3476.45,932,16.0,,,,,,,,62.0,,,,,0.0,,0.0,0.0,1.1286
1003835182,Psychiatry,382,414.0,40474.11,12246,19.0,37.0,24618.64,345.0,15855.47,0.0,0.0,0.0,66.0,,,,,0.0,,0.0,0.0,1.0059
1003835232,Internal Medicine,416,425.4,20682.56,9701,146.0,,,327.0,3720.6,16.0,176.11,3.85,75.0,86.0,60.0,122.0,,13.0,,0.0,,2.3676
1003835364,Internal Medicine,890,1710.2,51220.78,49723,142.0,155.0,35797.36,724.0,15114.85,16.0,312.92,1.8,70.0,87.0,55.0,,93.0,0.0,30.0,0.0,,1.7254
1003835422,Internal Medicine,3506,6859.3,347233.1,202189,464.0,676.0,270202.05,2830.0,77031.05,,,,74.0,237.0,227.0,429.0,,,16.0,0.0,,2.9425
1003835455,Family Practice,1892,2210.8,91207.94,64056,167.0,339.0,65224.41,1532.0,25191.27,13.0,207.31,0.69,64.0,109.0,58.0,,,,,,,1.2711
1003835513,General Practice,10072,17518.2,582217.59,504130,630.0,1472.0,393240.93,8463.0,184960.04,154.0,1888.98,1.53,71.0,366.0,264.0,617.0,,0.0,,0.0,,1.0858
1003835604,Family Practice,6500,11632.9,416990.2,341454,585.0,,,5399.0,119710.99,89.0,844.75,1.37,73.0,282.0,303.0,547.0,,,,0.0,19.0,0.9207
1003835612,Neurology,864,961.7,45410.63,25243,116.0,,,814.0,17704.99,54.0,1508.72,6.25,57.0,93.0,23.0,77.0,,0.0,,0.0,0.0,1.4275
1003835620,Internal Medicine,446,518.8,91850.98,14891,106.0,312.0,90400.32,134.0,1450.66,0.0,0.0,0.0,72.0,58.0,48.0,94.0,12.0,0.0,0.0,0.0,0.0,2.0528
1003835638,General Practice,1708,2069.9,42838.87,57385,103.0,229.0,23800.4,1458.0,18281.24,14.0,59.07,0.82,67.0,58.0,45.0,0.0,0.0,0.0,103.0,0.0,0.0,1.0761
1003835679,Family Practice,19521,29299.4,2346472.84,855320,592.0,5430.0,1889025.92,13946.0,452961.9,87.0,853.94,0.45,75.0,370.0,222.0,,,534.0,37.0,0.0,,1.4424
1003835729,Internal Medicine,357,357.0,22087.01,9556,35.0,,,301.0,9533.35,131.0,13886.64,36.69,59.0,12.0,23.0,,18.0,0.0,,0.0,0.0,1.8884
1003835745,Internal Medicine,1563,2846.0,89095.56,78914,300.0,324.0,54304.45,1222.0,34405.83,187.0,8161.01,11.96,69.0,162.0,138.0,161.0,65.0,,50.0,0.0,,1.3661
1003835984,Family Practice,5460,7656.5,363807.21,197703,204.0,1069.0,245318.4,4326.0,116359.53,252.0,32881.66,4.62,72.0,116.0,88.0,193.0,,0.0,,,,1.3358
1003836081,Neurology,640,899.2,311142.57,25813,64.0,249.0,275711.27,391.0,35431.3,0.0,0.0,0.0,53.0,34.0,30.0,40.0,,,,0.0,,1.0598
1003836107,Neurology,110,153.3,4395.18,4129,22.0,13.0,1965.11,97.0,2430.07,,,,59.0,,,,11.0,,0.0,0.0,0.0,2.2567
1003836115,Neurology,615,776.3,1707375.5,22878,56.0,273.0,1695807.52,342.0,11567.98,0.0,0.0,0.0,59.0,45.0,11.0,,,0.0,37.0,0.0,,1.6507
1003836123,Internal Medicine,382,694.0,57197.36,20756,82.0,126.0,36291.89,256.0,20905.47,0.0,0.0,0.0,73.0,47.0,35.0,65.0,,,,0.0,0.0,2.1751
1003836271,Internal Medicine,3778,6554.8,269310.18,189645,334.0,689.0,196234.11,3046.0,71478.07,131.0,453.73,3.47,69.0,199.0,135.0,47.0,206.0,,51.0,,,2.2291
1003836313,Family Practice,5453,9626.8,212331.29,273754,396.0,622.0,116629.1,4819.0,95339.16,266.0,7324.57,4.88,72.0,196.0,200.0,,0.0,0.0,,,,0.8894
1003836446,Internal Medicine,6472,7599.2,402230.41,212547,342.0,1565.0,331031.31,4818.0,68376.28,30.0,209.8,0.46,65.0,223.0,119.0,,322.0,,,0.0,,2.2118
1003836487,Family Practice,2337,4644.4,149728.79,134505,252.0,416.0,103095.0,1899.0,46061.6,119.0,4818.56,5.09,72.0,129.0,123.0,218.0,14.0,,,,,1.2132
1003836511,Psychiatry,4746,5249.0,266974.77,155339,253.0,,,4533.0,172977.37,0.0,0.0,0.0,55.0,139.0,114.0,,0.0,,,0.0,,1.3031
1003836636,Family Practice,108,137.7,5145.89,2606,19.0,,,86.0,3110.83,46.0,867.8,42.59,69.0,,,19.0,0.0,0.0,0.0,0.0,0.0,0.6457
1003836768,Family Practice,2280,2650.7,82072.05,65078,349.0,,,1935.0,38738.34,249.0,9647.73,10.92,81.0,249.0,100.0,304.0,26.0,,,0.0,,1.8201
1003836784,Family Practice,9368,15516.5,501812.04,444118,444.0,1484.0,350781.4,7830.0,148587.2,277.0,7131.69,2.96,76.0,260.0,184.0,,,0.0,,,,1.0703
1003836909,Internal Medicine,679,861.7,30632.68,25257,62.0,,,563.0,11177.02,14.0,271.1,2.06,67.0,33.0,29.0,12.0,,,30.0,0.0,,1.1526
1003836917,Family Practice,920,1332.5,64430.29,35010,229.0,,,771.0,15043.0,,,,71.0,167.0,62.0,199.0,,,,0.0,,1.1747
1003836974,Family Practice,1579,2562.7,83361.34,70700,117.0,219.0,58793.67,1338.0,23886.82,43.0,639.82,2.72,72.0,66.0,51.0,37.0,0.0,0.0,80.0,0.0,0.0,0.9113
1003837006,Family Practice,6338,10337.4,586124.22,301149,384.0,1464.0,479214.5,4858.0,106092.27,391.0,12671.19,6.17,76.0,232.0,152.0,224.0,106.0,,29.0,,,1.642
1003837071,General Practice,35,93.7,1555.07,2770,,,,,,0.0,0.0,0.0,,,,,,,,,,
1003837287,Family Practice,11607,13892.3,893382.18,397299,348.0,2889.0,770291.95,8637.0,120990.0,389.0,4430.9,3.35,68.0,212.0,136.0,,325.0,0.0,,0.0,0.0,1.8149
1003837626,Internal Medicine,843,856.5,47754.12,17989,133.0,,,648.0,10016.74,30.0,307.25,3.56,75.0,76.0,57.0,122.0,,,,,,2.2692
1003837642,Internal Medicine,188,385.0,11264.65,11064,25.0,17.0,6198.2,171.0,5066.45,18.0,497.25,9.57,68.0,14.0,11.0,,,,,0.0,0.0,1.426
1003837659,Internal Medicine,1051,2155.1,74143.22,62243,149.0,194.0,52398.5,821.0,19983.97,48.0,572.1,4.57,71.0,93.0,56.0,136.0,,,,0.0,,0.8842
1003837675,Neurology,11,11.0,3782.31,307,,,,,,,,,,,,,,,,,,
1003837725,Internal Medicine,2519,3736.8,146687.12,107061,126.0,437.0,100755.35,2064.0,45092.85,246.0,7636.51,9.77,77.0,99.0,27.0,,81.0,0.0,,0.0,,2.6801
1003837758,Family Practice,4438,7913.3,323622.2,228147,292.0,783.0,230709.61,3628.0,91766.4,81.0,655.88,1.83,71.0,184.0,108.0,,,0.0,235.0,0.0,,1.3414
1003837949,Internal Medicine,7521,16876.4,389938.76,496658,651.0,1017.0,234060.91,6464.0,153809.78,322.0,17329.75,4.28,76.0,318.0,333.0,622.0,,,12.0,,,1.1415
1003837964,Family Practice,6648,9781.4,299965.77,271723,259.0,1199.0,221762.0,5379.0,75757.13,126.0,2751.64,1.9,71.0,220.0,39.0,236.0,0.0,,,,,1.077
1003838020,Internal Medicine,5812,7661.1,327578.92,207551,328.0,1001.0,231177.33,4702.0,93560.1,215.0,2053.06,3.7,73.0,177.0,151.0,139.0,110.0,,46.0,,,1.7741
1003838210,Family Practice,2908,5495.2,161741.67,155601,207.0,468.0,118232.02,2391.0,41804.24,132.0,3036.46,4.54,69.0,106.0,101.0,192.0,,,,0.0,,1.0369
1003838293,Family Practice,7218,12686.3,411359.97,367470,406.0,1177.0,285074.56,5958.0,122193.71,532.0,26856.93,7.37,70.0,272.0,134.0,,0.0,0.0,,0.0,,1.0809
1003838335,Family Practice,62,70.2,1914.68,1821,19.0,,,,,,,,65.0,,,,0.0,0.0,,0.0,,0.8393
1003838699,Internal Medicine,9240,20219.8,605831.05,592433,648.0,1814.0,454949.19,7382.0,149018.37,57.0,996.05,0.62,74.0,386.0,262.0,590.0,,0.0,,0.0,,1.0435
1003838707,Internal Medicine,6853,7304.4,350652.14,157866,304.0,1893.0,233677.36,4940.0,116244.78,296.0,10886.29,4.32,75.0,191.0,113.0,271.0,,0.0,,0.0,,1.8354
1003838723,Internal Medicine,505,526.7,27081.8,14012,132.0,,,399.0,6999.39,37.0,497.37,7.33,81.0,82.0,50.0,,0.0,0.0,,0.0,0.0,2.1481
1003838830,Family Practice,6010,7466.2,320838.8,211120,405.0,1114.0,233697.85,4826.0,84683.24,471.0,15852.34,7.84,69.0,295.0,110.0,375.0,17.0,,,,,1.3042
1003839002,General Practice,3263,3749.1,398560.15,108551,234.0,1070.0,323376.78,2169.0,74955.37,32.0,797.77,0.98,78.0,139.0,95.0,0.0,0.0,222.0,,0.0,,1.6725
1003839044,Family Practice,20959,38577.1,1050532.16,1132883,1212.0,2712.0,679174.54,18042.0,360778.98,1285.0,45861.7,6.13,73.0,621.0,591.0,1070.0,41.0,,73.0,,,1.4221
1003839168,Psychiatry,2065,2178.1,233344.04,61230,195.0,236.0,144675.92,1829.0,88668.12,0.0,0.0,0.0,48.0,98.0,97.0,123.0,55.0,,,0.0,,1.2819
1003839200,Internal Medicine,3619,5309.1,195277.83,151609,274.0,,,2957.0,59944.45,177.0,19900.02,4.89,74.0,193.0,81.0,239.0,,15.0,,0.0,,1.689
1003839242,Family Practice,7577,14050.1,326656.43,411387,511.0,873.0,191263.63,6618.0,132405.08,126.0,3179.83,1.66,76.0,291.0,220.0,271.0,,34.0,195.0,,,1.3881
1003839655,Internal Medicine,7424,8651.7,1647376.62,254287,190.0,2289.0,1524946.5,4889.0,117383.06,30.0,328.07,0.4,67.0,83.0,107.0,,48.0,91.0,24.0,,15.0,1.3905
1003839663,Family Practice,15624,16980.2,1028237.15,444922,282.0,3613.0,746684.46,11930.0,279331.66,2069.0,108219.8,13.24,66.0,162.0,120.0,264.0,,0.0,,0.0,,1.7151
1003839713,Psychiatry,1005,1308.3,132205.44,39113,57.0,124.0,76586.08,881.0,55619.36,0.0,0.0,0.0,56.0,36.0,21.0,39.0,,,0.0,0.0,,1.2298
1003839754,Family Practice,18,18.0,1321.72,223,13.0,,,,,0.0,0.0,0.0,78.0,,,,,,,0.0,0.0,3.7287
1003839796,Internal Medicine,5139,11022.9,210556.09,323374,368.0,613.0,122746.29,4507.0,87270.06,104.0,3387.65,2.02,75.0,317.0,51.0,333.0,22.0,,,0.0,,1.0328
1003839945,Psychiatry,2053,2082.1,125756.08,60985,129.0,,,1778.0,54493.27,0.0,0.0,0.0,52.0,66.0,63.0,19.0,87.0,,,0.0,,1.3545
1003839986,Internal Medicine,6915,12148.6,498520.29,342835,465.0,1297.0,352090.55,5581.0,145085.11,287.0,8779.91,4.15,85.0,297.0,168.0,,,,,0.0,,1.7081
1003840034,Family Practice,5517,7956.3,281482.13,229235,268.0,927.0,183990.97,4531.0,95657.64,,,,70.0,205.0,63.0,256.0,0.0,,,0.0,,1.2263
1003840315,Internal Medicine,3232,7462.5,166319.72,216855,301.0,,,2903.0,60258.5,150.0,12167.7,4.64,71.0,93.0,208.0,277.0,,,,0.0,,1.0218
1003840372,Family Practice,3331,6839.2,258768.99,197569,271.0,577.0,187717.91,2689.0,68516.81,166.0,9129.13,4.98,72.0,160.0,111.0,,0.0,0.0,,,,1.1806
1003840406,Internal Medicine,65,67.0,2096.09,1310,34.0,,,,,,,,69.0,17.0,17.0,,,0.0,0.0,0.0,,1.2049
1003840430,Family Practice,345,568.3,25602.97,16104,128.0,,,245.0,5348.92,,,,76.0,82.0,46.0,,,0.0,,0.0,,1.2451
1003840471,Internal Medicine,1719,2207.5,106248.31,63229,74.0,,,1425.0,27024.46,17.0,129.59,0.99,76.0,47.0,27.0,38.0,0.0,,,0.0,,1.6993
1003840513,Internal Medicine,6449,10536.1,356071.63,306364,537.0,1132.0,253837.07,5272.0,100874.79,132.0,3666.29,2.05,76.0,295.0,242.0,518.0,,,,0.0,,1.1729
1003840539,Internal Medicine,4296,4296.5,302188.79,99322,143.0,,,3371.0,112777.26,16.0,235.74,0.37,77.0,85.0,58.0,29.0,114.0,0.0,0.0,0.0,0.0,2.5132
1003840547,Family Practice,4408,5712.5,282915.87,160259,274.0,1161.0,221811.66,3217.0,60307.22,148.0,13049.36,3.36,73.0,147.0,127.0,258.0,,0.0,,0.0,,1.3029
1003840679,Internal Medicine,89,116.4,4772.44,2266,48.0,20.0,4007.01,69.0,765.43,,,,78.0,28.0,20.0,,,37.0,,0.0,0.0,1.4875
1003840729,Neurology,425,490.5,237353.56,14082,51.0,144.0,227344.54,281.0,10009.02,155.0,54057.77,36.47,68.0,20.0,31.0,,,,,0.0,,1.5897
1003840778,Family Practice,1320,1548.0,52673.33,44777,86.0,176.0,34099.57,1096.0,16917.88,11.0,208.32,0.83,66.0,45.0,41.0,,53.0,,,0.0,,1.6113
1003840836,Internal Medicine,8997,14142.4,484513.73,412302,301.0,1463.0,332843.68,7231.0,146094.91,0.0,0.0,0.0,77.0,199.0,102.0,,,,,0.0,,1.14
1003840901,Internal Medicine,13727,20421.7,803081.6,588351,751.0,2540.0,555634.79,11029.0,239725.22,1586.0,100197.08,11.55,71.0,433.0,318.0,728.0,,,,,,1.4009
1003841073,Internal Medicine,16817,27098.9,779412.99,789598,634.0,2725.0,519489.4,14013.0,257428.08,620.0,27693.87,3.69,74.0,372.0,262.0,506.0,,,0.0,0.0,,0.9541
1003841081,Family Practice,3480,4290.0,191923.58,110179,332.0,530.0,134542.44,2922.0,56508.21,155.0,1911.33,4.45,68.0,190.0,142.0,256.0,47.0,,15.0,,,1.5785
1003841214,Family Practice,2767,4494.7,131121.49,129811,399.0,424.0,78956.14,2322.0,51525.61,156.0,6158.32,5.64,70.0,221.0,178.0,385.0,,0.0,,,,1.1774
1003841248,Family Practice,417,437.6,111517.1,10501,184.0,61.0,76077.01,356.0,35440.09,13.0,87.34,3.12,71.0,114.0,70.0,102.0,17.0,,41.0,,,1.4875
1003841255,Internal Medicine,128,172.0,5103.04,4343,51.0,13.0,3425.51,115.0,1677.53,,,,75.0,34.0,17.0,39.0,,,,0.0,,2.0983
1003841263,Family Practice,3576,6726.2,215792.06,194597,398.0,520.0,152902.49,3028.0,60990.6,54.0,1356.55,1.51,80.0,258.0,140.0,350.0,14.0,,22.0,,,1.6561
1003841271,Neurology,392,402.0,55798.27,11848,40.0,34.0,45613.81,358.0,10184.46,0.0,0.0,0.0,62.0,25.0,15.0,29.0,,0.0,,0.0,0.0,1.2081
1003841321,Internal Medicine,873,945.6,505579.85,25477,101.0,,,602.0,17062.53,130.0,13525.86,14.89,57.0,48.0,53.0,75.0,14.0,0.0,12.0,0.0,0.0,1.5423
1003841370,Internal Medicine,4022,8665.8,420282.07,253463,393.0,713.0,321457.18,3294.0,98201.22,182.0,9327.6,4.53,75.0,195.0,198.0,372.0,0.0,,,0.0,,0.9802
1003841495,Family Practice,1297,2695.2,76037.94,78607,117.0,,,1049.0,21741.45,13.0,137.44,1.0,72.0,106.0,11.0,81.0,,0.0,,0.0,0.0,0.9159999999999999
1003841594,Family Practice,1806,3091.6,70366.46,90020,181.0,231.0,41700.58,1551.0,27946.82,52.0,3672.27,2.88,70.0,91.0,90.0,170.0,,,,0.0,,0.9359999999999999
1003841727,Psychiatry,147,147.3,5961.64,4088,24.0,,,,,,,,44.0,,,,,0.0,,0.0,,1.5417
1003841750,Psychiatry,225,225.9,18933.58,5959,49.0,47.0,11347.44,178.0,7586.14,29.0,3096.86,12.89,55.0,26.0,23.0,,,0.0,,0.0,0.0,1.2795
1003841784,Internal Medicine,7601,15237.6,317532.27,437154,438.0,1061.0,195870.45,6482.0,118461.32,252.0,4003.43,3.32,74.0,202.0,236.0,412.0,,,,,,1.089
1003841800,Internal Medicine,146,297.2,14730.71,8704,37.0,,,102.0,3471.53,0.0,0.0,0.0,74.0,18.0,19.0,26.0,,,,0.0,0.0,1.3916
1003841826,Family Practice,28,44.0,293.28,1278,,0.0,0.0,28.0,293.28,0.0,0.0,0.0,,,,,,,,,,
1003841867,Family Practice,3655,7340.4,212779.13,212380,370.0,601.0,145368.64,3021.0,66120.89,46.0,560.65,1.26,73.0,175.0,195.0,260.0,59.0,14.0,26.0,0.0,11.0,1.0757
1003841909,Family Practice,1899,2802.9,148457.4,79824,69.0,412.0,97389.36,1476.0,50890.18,126.0,6578.36,6.64,73.0,49.0,20.0,,0.0,0.0,,0.0,,1.0389
1003842048,Family Practice,3309,6535.3,174751.39,185431,317.0,501.0,104994.14,2797.0,69378.45,87.0,970.32,2.63,73.0,162.0,155.0,285.0,,,,0.0,,1.3591
1003842287,Family Practice,6198,9165.3,392865.38,264530,395.0,1080.0,299770.74,5063.0,91301.66,94.0,919.24,1.52,68.0,260.0,135.0,349.0,19.0,,11.0,,,1.4284
1003842337,Neurology,337,592.0,274197.38,17476,82.0,53.0,262636.95,284.0,11560.43,,,,70.0,51.0,31.0,66.0,,,,0.0,0.0,1.3159999999999998
1003842402,Family Practice,7497,13615.8,320262.5,363521,499.0,1445.0,216125.39,6021.0,102738.54,434.0,8542.77,5.79,76.0,254.0,245.0,,0.0,,,,,1.0345
